Q35,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q53,Q54,Q55,Q56,Q57,Q59,Q60,Q63,Q64,Q65,Q66,Q69,Q70,Q32,Q33,Q34,Q20,Q21,Q38,Q8,Q13
1,1,1,1,1,1,1,4,1,4,1,4,1,4,4,1,2,38,3,1,1,3,41,1,2,2,4,1,5,1,1,2,1,1,1,1
3,1,4,4,1,1,1,3,1,4,4,4,4,4,1,1,2,55,3,1,99,2,41,2,2,1,4,1,1,1,3,1,4,1,1,1
2,3,4,2,3,4,4,4,4,2,4,1,2,4,2,2,2,37,6,1,1,99,41,2,1,1,59,1,3,5,4,1,4,4,4,4
5,5,4,2,3,1,1,3,4,1,4,4,4,4,1,2,2,38,3,1,2,2,41,1,2,2,4,1,5,5,5,1,1,5,4,4
1,3,4,3,3,4,4,4,4,1,4,1,3,3,2,2,1,34,5,1,2,1,41,2,2,2,59,1,4,1,3,4,3,4,4,3
2,3,1,2,2,4,4,3,4,4,4,1,4,4,1,1,2,67,4,1,1,2,41,1,1,1,59,1,1,1,2,4,4,5,3,1
1,2,1,1,3,2,2,3,4,1,4,1,1,4,3,1,2,58,7,7,1,1,21,2,2,2,4,1,2,1,3,1,4,5,2,1
5,5,1,4,1,3,4,4,4,4,4,4,2,4,1,2,3,62,4,1,2,3,41,2,2,2,4,1,1,5,5,4,4,1,1,1
2,1,1,3,1,1,1,4,4,1,4,4,4,4,4,2,2,62,6,1,1,3,26,2,2,2,4,1,5,1,1,3,4,1,3,1
2,3,3,3,3,3,2,2,4,1,4,4,4,4,1,1,2,45,4,1,1,3,41,2,2,2,59,1,3,1,2,4,4,5,3,3
3,4,4,4,3,3,3,3,4,2,4,1,2,4,2,2,2,38,7,1,3,4,41,2,2,2,4,1,5,5,4,2,2,2,3,3
1,5,1,2,1,1,1,1,4,1,4,2,4,4,1,1,2,53,3,1,1,3,41,1,2,2,59,1,5,1,5,4,1,3,2,2
2,3,2,2,2,3,4,4,4,1,2,3,2,1,1,2,1,29,4,1,1,3,41,1,2,2,4,1,4,3,3,3,2,4,3,3
5,1,1,1,3,1,2,3,4,4,4,1,4,4,4,1,2,64,4,1,1,3,41,2,2,1,4,1,1,1,3,4,4,5,3,3
3,3,2,2,3,1,2,4,4,1,4,1,4,4,2,1,2,63,6,1,1,4,41,2,2,2,31,10,2,5,3,3,4,5,3,3
1,2,2,1,1,1,1,4,4,1,4,1,4,4,4,2,2,59,7,1,2,5,41,1,1,2,2,1,1,1,5,1,4,5,1,1
1,5,1,1,4,1,1,4,4,1,1,4,4,1,2,2,2,45,5,1,1,3,18,2,2,1,4,1,5,5,5,1,3,5,1,4
4,5,4,4,4,4,4,4,4,1,4,4,4,4,1,1,2,52,3,1,3,99,41,2,2,2,4,1,5,3,4,4,4,5,4,4
1,3,4,2,1,1,2,2,4,2,4,3,4,4,3,1,2,91,3,1,1,3,77,2,1,2,59,1,4,5,1,3,3,5,3,1
1,5,3,3,1,4,4,3,4,2,4,1,2,4,3,1,2,57,7,4,1,2,25,2,2,2,59,1,3,1,3,4,2,3,4,4
2,1,1,1,1,1,1,4,4,1,3,4,4,4,4,1,2,50,6,1,3,99,45,1,2,2,4,1,5,5,4,1,4,5,1,1
1,4,3,3,3,4,4,2,4,1,4,1,4,4,2,1,2,84,8,1,2,3,52,2,2,1,4,1,1,1,3,3,3,4,3,4
1,3,3,2,1,3,2,4,4,1,4,1,2,4,4,1,2,47,6,1,1,5,41,1,2,1,59,1,2,1,1,3,4,4,3,3
2,5,3,3,2,4,3,2,4,2,4,3,4,4,3,1,2,84,3,1,1,2,65,1,1,1,59,1,3,5,4,3,3,3,4,4
2,4,3,3,3,4,4,3,3,3,3,4,4,4,3,2,4,57,6,1,1,2,34,1,1,1,4,1,3,5,4,3,3,3,4,3
2,4,3,3,4,3,4,4,4,3,3,3,4,4,2,2,2,62,6,1,3,3,59,2,2,2,4,1,5,3,3,2,4,4,4,3
2,2,3,2,1,1,1,4,4,3,3,4,4,1,1,1,2,57,6,1,1,3,41,2,1,1,59,1,5,5,2,3,4,5,1,1
1,3,3,2,4,3,4,2,4,4,4,3,2,4,3,2,2,51,7,1,1,2,41,2,1,2,15,1,4,5,3,4,2,4,2,4
1,2,1,3,4,4,1,3,4,1,4,4,4,4,2,1,2,67,4,1,1,5,66,2,1,1,4,1,1,1,2,4,4,5,2,3
2,2,3,2,3,4,4,3,4,2,4,3,2,4,2,2,2,58,3,1,1,99,41,1,2,1,59,1,2,1,4,2,4,5,2,2
3,3,3,3,2,3,3,3,4,1,4,1,1,4,1,2,3,55,5,1,2,4,41,2,2,2,23,1,4,4,3,3,3,5,3,3
2,2,3,3,2,1,1,4,4,3,4,4,3,4,4,2,4,84,4,1,2,1,66,1,2,2,4,1,2,1,2,4,3,5,3,1
3,3,3,2,2,4,4,3,4,1,4,1,4,4,2,2,2,42,6,1,3,99,41,2,2,2,4,1,5,3,4,1,4,5,4,4
3,4,4,4,4,4,4,4,4,1,4,1,2,4,3,2,2,57,4,1,2,5,41,2,1,1,4,1,5,5,3,3,2,3,4,4
1,3,3,2,3,1,2,3,4,1,4,1,4,3,4,1,2,66,7,1,1,3,41,2,1,1,59,1,2,1,2,3,4,4,2,2
4,5,4,4,4,4,4,4,4,1,4,4,4,4,4,2,1,54,8,7,1,3,19,2,2,1,4,1,3,3,3,1,4,5,4,4
2,4,4,3,3,4,4,3,4,1,2,4,3,4,4,1,2,47,5,7,99,2,16,2,2,2,4,1,2,3,4,1,3,5,3,4
1,3,3,2,1,3,4,4,3,1,4,4,1,1,1,1,2,42,5,1,1,3,41,1,1,2,59,1,3,1,1,3,1,5,3,3
5,5,4,4,4,1,1,1,4,1,4,4,4,4,2,2,2,48,5,1,2,1,41,1,2,2,4,1,5,3,5,4,4,5,2,4
5,4,4,3,2,4,4,4,4,3,4,2,2,4,3,1,2,68,3,1,1,2,19,2,2,1,4,1,3,4,5,2,3,4,4,4
2,5,2,2,4,2,3,4,4,2,3,2,3,3,2,2,3,69,7,7,1,1,26,2,2,1,4,1,5,3,4,2,3,3,3,3
2,4,3,4,2,2,2,2,4,1,4,4,4,3,3,2,3,47,6,1,1,2,41,2,2,2,59,1,3,5,3,3,4,4,3,3
3,3,3,3,4,4,4,3,4,1,4,3,4,4,4,1,2,80,6,1,1,99,49,2,2,2,4,1,3,3,3,4,4,5,4,4
2,2,2,2,2,3,1,1,4,3,3,4,4,4,3,2,3,56,4,1,1,99,55,2,1,1,4,1,5,1,4,1,1,4,1,1
3,3,3,4,3,4,4,4,4,3,4,3,4,4,2,2,2,45,3,1,1,99,41,1,2,2,4,1,4,5,4,3,3,5,4,4
4,4,3,3,2,4,2,3,4,4,3,4,4,4,4,2,2,55,3,1,2,99,53,1,2,2,4,1,4,4,4,3,4,5,3,3
1,3,2,2,2,3,3,4,4,3,2,4,4,4,3,1,2,72,7,7,1,3,26,2,2,2,4,1,5,3,4,4,4,5,3,3
3,5,1,1,1,1,4,1,2,3,4,3,1,3,4,1,2,75,2,1,3,2,66,1,2,1,4,1,4,1,5,4,4,5,1,1
3,1,3,4,4,3,1,3,4,3,2,1,1,4,3,2,3,56,4,1,2,1,47,2,2,2,4,1,5,5,5,3,4,5,1,4
1,5,3,3,3,3,4,4,4,2,4,3,4,2,4,1,2,39,6,1,1,4,41,1,2,1,60,1,4,5,3,4,2,5,3,3
5,5,2,4,2,4,4,2,2,4,4,2,4,2,2,1,2,78,3,1,3,99,78,2,2,2,4,1,5,5,5,2,2,1,4,4
1,2,3,2,4,3,3,3,4,1,4,2,3,4,1,2,2,45,7,1,1,99,41,1,2,2,59,1,3,1,2,4,3,2,2,2
1,3,3,2,2,2,2,2,4,2,4,4,4,3,4,1,2,74,7,1,1,3,41,2,1,2,60,1,2,1,2,2,4,5,2,2
1,4,4,3,3,3,3,3,4,2,4,4,4,3,2,1,1,33,3,1,1,3,41,2,2,2,59,1,2,3,1,2,3,2,1,2
3,5,4,4,4,4,3,4,4,1,4,1,4,1,1,2,3,52,6,1,2,1,41,1,2,2,4,1,3,5,2,3,3,3,4,4
5,2,4,4,3,1,1,1,3,1,4,4,4,2,3,1,2,46,3,1,4,3,41,1,2,1,49,10,5,4,3,3,3,5,3,4
1,1,1,1,3,3,1,4,4,3,4,3,1,4,4,1,2,66,6,1,1,5,65,2,1,2,4,1,2,1,2,1,4,2,1,1
1,4,2,4,3,1,1,1,4,1,4,4,4,4,4,1,1,29,3,1,2,2,25,1,2,1,4,1,3,1,2,4,1,3,1,1
3,4,4,3,3,4,4,2,4,1,4,1,1,4,1,1,2,48,7,1,1,3,25,2,2,1,4,1,3,3,3,4,3,5,4,4
1,2,2,2,2,2,1,4,4,1,4,1,3,4,3,2,2,71,3,1,1,4,41,2,2,2,4,1,4,1,2,3,4,5,2,2
1,2,4,4,4,4,3,3,4,1,4,1,4,4,3,1,2,71,3,1,1,1,59,1,1,1,4,1,4,3,3,3,4,1,4,4
2,3,3,3,3,3,3,2,4,1,4,1,3,3,2,1,3,37,7,1,2,2,41,1,2,2,4,1,3,5,2,2,3,4,3,3
3,4,3,4,2,2,1,4,4,1,4,1,2,2,4,1,2,59,6,1,2,4,41,2,1,1,4,1,1,5,3,4,3,5,3,4
4,4,4,3,3,3,3,3,4,1,3,1,1,3,1,1,2,55,7,1,1,4,22,2,2,1,4,1,3,1,2,3,4,5,4,4
3,4,4,1,2,3,2,3,4,3,4,1,3,2,4,1,1,29,4,1,1,2,41,1,2,2,4,1,3,1,2,4,2,1,4,4
2,3,3,1,3,2,2,4,4,1,4,3,2,2,2,1,2,64,6,1,1,99,41,1,1,1,4,1,3,3,4,1,4,5,2,4
1,3,3,4,3,4,4,3,4,1,4,1,4,4,4,1,2,49,5,1,3,4,41,2,1,2,59,1,1,1,5,1,4,5,1,3
1,5,3,3,2,1,1,4,4,1,4,1,4,4,1,1,1,28,4,1,1,3,41,1,2,1,4,1,3,1,3,3,3,5,2,2
1,3,3,4,2,3,2,3,4,2,3,1,3,4,2,1,2,83,6,1,1,99,76,2,2,1,4,1,2,5,3,3,3,4,4,4
3,3,4,4,4,2,2,3,4,4,4,2,4,1,2,1,2,65,3,1,2,2,65,2,1,2,4,1,3,1,2,3,1,5,3,4
1,3,4,2,1,1,1,4,4,1,4,2,4,4,1,1,3,61,5,1,1,2,41,2,2,1,4,1,4,1,1,3,4,5,1,1
3,3,3,4,3,1,3,3,4,1,4,3,4,3,2,1,4,72,4,1,1,4,41,2,2,1,4,1,3,5,4,4,4,5,3,3
2,3,3,3,2,3,4,3,4,1,2,1,1,4,3,2,2,49,7,1,2,99,41,2,2,1,4,1,4,3,3,1,1,5,3,3
3,4,4,3,3,1,2,4,4,4,4,4,4,4,4,1,2,52,4,1,2,3,41,1,1,1,4,1,3,3,3,4,4,5,4,2
1,2,3,3,4,3,4,2,4,2,4,3,4,3,3,2,2,47,4,1,1,4,26,2,2,1,4,1,5,5,2,3,4,2,2,2
5,1,3,1,1,2,1,4,4,4,4,3,3,4,3,1,2,60,6,1,2,3,26,2,2,1,59,1,3,5,5,4,1,5,3,3
2,3,3,1,4,3,3,3,4,3,4,4,2,4,4,1,2,59,7,1,1,4,26,2,2,2,59,1,3,1,2,2,3,4,1,2
1,5,1,1,3,1,1,3,4,1,4,4,4,4,4,1,1,42,3,1,1,3,41,1,2,1,4,1,5,3,5,3,3,5,3,1
3,4,1,3,2,1,1,2,4,1,3,1,4,4,1,1,2,41,3,1,4,3,41,2,2,1,20,6,4,4,4,1,2,5,1,3
1,1,3,2,1,1,3,3,4,1,4,1,4,4,1,1,2,49,6,1,3,4,41,2,2,1,20,6,3,1,1,4,3,3,2,1
2,2,1,1,1,1,2,4,2,2,3,4,4,4,2,1,2,46,4,1,4,4,41,2,1,1,20,6,4,1,2,1,4,5,1,1
2,4,3,2,2,3,2,3,4,1,4,1,1,4,2,1,1,34,6,1,2,3,41,2,2,2,50,6,4,5,2,3,3,5,3,3
1,4,4,3,4,2,2,4,4,2,4,3,4,3,1,1,2,69,7,1,1,1,41,2,1,1,50,6,4,5,2,3,4,5,4,4
1,3,4,3,1,1,1,4,4,2,4,3,1,3,1,1,2,52,5,1,1,5,41,2,1,1,50,6,3,1,2,1,4,4,3,2
2,3,1,2,2,2,3,4,4,1,4,1,3,4,4,1,2,45,6,1,3,99,41,2,2,1,50,6,3,5,4,1,2,5,3,3
4,5,4,4,3,4,4,4,4,1,4,1,4,3,1,2,2,39,6,1,3,1,41,2,2,1,20,6,5,5,5,3,3,5,4,4
2,3,2,4,3,1,1,4,4,4,4,2,4,4,4,1,2,36,5,1,4,99,41,1,2,2,20,6,3,4,2,4,2,3,2,1
2,4,3,3,3,4,4,4,4,2,4,4,3,4,2,1,2,47,6,1,2,99,41,2,2,2,50,6,1,1,1,2,4,4,3,4
3,4,1,2,3,1,2,1,4,1,4,1,4,3,3,1,1,33,4,1,1,1,41,1,2,2,50,6,1,4,5,4,3,5,2,1
1,3,2,2,3,1,1,4,4,1,4,2,4,1,1,1,2,38,5,1,4,2,41,2,2,2,20,6,3,1,1,4,3,5,1,2
5,3,3,1,1,4,1,1,4,1,4,1,4,4,1,2,2,41,5,1,4,4,41,2,2,2,20,6,3,3,5,1,3,3,1,1
2,3,3,2,2,3,2,3,4,2,4,2,1,4,3,2,2,57,3,1,2,99,41,2,2,2,50,6,2,5,2,3,3,5,3,3
1,5,4,4,4,4,4,2,4,1,4,1,3,3,1,2,2,47,6,1,1,4,41,1,2,2,37,6,4,3,3,1,1,5,4,4
1,4,3,2,3,3,3,4,4,2,2,2,4,4,3,2,2,38,6,1,3,2,41,1,2,1,20,6,4,5,1,4,4,3,3,3
1,4,2,2,3,2,3,4,4,3,4,3,2,3,4,1,2,63,6,1,2,99,41,2,2,2,50,6,3,1,2,1,4,3,2,3
1,3,2,2,2,4,3,2,4,4,4,1,1,4,1,1,2,37,5,1,4,2,41,2,2,1,20,6,3,4,5,1,4,1,3,4
1,2,1,1,1,1,2,4,4,4,4,4,1,3,3,1,2,40,4,1,3,2,41,2,2,1,20,6,1,5,3,3,4,5,1,1
1,4,4,3,3,4,4,4,4,1,4,3,4,3,1,2,2,37,5,1,3,1,41,2,2,2,50,6,2,5,2,3,4,3,3,3
1,5,3,2,3,4,3,4,4,1,4,2,4,4,3,2,2,46,6,1,1,5,41,2,2,2,50,6,3,4,3,4,2,5,2,3
4,4,4,3,3,3,3,4,4,1,4,1,4,3,3,1,2,40,4,1,2,99,20,1,2,1,20,6,3,1,3,4,4,5,3,2
3,2,1,2,2,2,4,4,4,1,4,1,2,2,1,2,2,41,4,1,3,4,41,2,2,2,20,6,1,1,2,1,4,3,1,1
3,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,2,39,5,1,4,99,41,1,2,2,20,6,5,5,2,2,1,3,4,4
1,5,3,2,3,3,3,3,4,1,4,1,4,1,2,1,2,49,4,1,1,2,41,2,1,1,50,6,3,5,2,1,4,5,4,4
2,4,4,3,2,2,4,3,4,1,4,3,3,4,2,2,1,27,4,1,1,99,41,2,2,2,50,6,4,3,1,4,3,1,4,4
2,2,1,3,1,3,2,4,4,4,4,4,4,1,1,2,2,36,5,1,4,1,41,2,2,2,20,6,4,1,2,4,3,4,1,1
1,1,1,3,1,4,3,4,4,4,4,1,1,3,1,1,1,32,6,1,2,99,41,2,2,2,50,6,1,5,1,1,1,1,2,1
1,1,1,4,4,1,1,4,4,1,4,1,4,4,1,1,2,39,5,1,1,5,41,2,1,2,20,6,3,1,1,3,4,5,1,1
2,4,3,3,4,4,1,4,4,1,4,1,4,4,4,2,2,42,3,1,3,99,31,2,2,2,20,6,5,5,5,4,4,5,3,1
3,5,3,2,1,2,1,4,4,1,4,4,4,3,1,1,1,35,6,1,1,99,41,2,2,2,50,6,2,5,3,1,3,3,1,2
1,2,3,2,3,3,2,4,3,2,3,2,2,4,1,1,2,52,5,1,1,3,41,2,2,99,50,6,2,5,2,1,4,4,2,3
3,4,4,3,4,1,1,3,4,1,4,2,4,4,4,1,2,41,5,1,3,99,41,2,2,2,20,6,1,1,2,4,4,5,3,3
4,5,4,4,4,4,4,3,4,1,2,2,3,3,1,2,1,27,4,1,4,3,41,2,2,2,50,6,3,3,3,3,4,2,4,4
1,1,2,1,1,1,1,1,4,1,4,2,4,1,4,1,99,52,99,1,99,99,41,2,2,2,50,6,5,1,1,4,4,1,2,1
2,3,3,3,3,4,4,2,4,3,4,3,3,4,4,1,2,41,3,1,1,4,41,1,2,1,50,6,2,5,3,3,4,3,3,3
3,1,2,1,1,4,4,3,4,1,4,1,3,4,1,1,2,53,99,1,3,1,41,1,1,1,20,6,1,1,3,4,2,1,1,3
1,2,1,1,1,1,1,4,4,1,1,4,4,4,4,2,2,35,5,1,4,1,41,2,2,2,20,6,3,1,1,1,4,2,1,1
3,5,4,3,3,4,4,2,4,2,4,4,4,3,4,2,2,32,5,1,3,2,41,2,2,2,20,6,3,4,4,4,1,5,3,3
1,5,3,3,3,4,4,3,4,1,4,3,4,4,4,2,1,70,8,1,1,5,68,2,2,2,50,6,1,1,1,2,4,5,2,3
1,4,4,4,4,4,2,3,4,1,4,2,4,3,4,1,2,49,5,1,1,4,41,1,2,2,37,6,2,5,3,1,3,5,4,4
2,3,4,2,3,3,4,3,4,2,3,2,3,4,2,1,2,60,5,1,2,3,41,1,1,1,50,6,2,5,2,3,3,5,3,3
1,5,4,3,4,2,2,1,4,1,4,4,4,3,4,1,2,48,3,1,2,4,45,1,2,1,50,6,3,1,3,3,2,5,4,4
3,3,3,4,4,4,4,4,4,1,4,3,4,4,1,2,2,58,5,1,2,1,41,2,2,2,50,6,3,1,3,4,4,5,4,4
3,3,2,3,3,4,4,3,4,1,4,1,4,4,4,2,2,57,3,1,2,1,41,1,2,2,50,6,5,5,3,3,3,2,3,4
1,5,4,4,4,4,4,1,4,1,1,4,4,3,1,2,3,70,3,1,1,3,41,2,2,1,50,6,2,1,4,2,4,3,4,4
3,2,3,2,2,3,3,3,3,2,2,3,4,3,4,2,3,56,3,1,4,1,41,2,2,2,50,6,2,5,4,3,3,3,3,3
5,5,4,4,4,4,4,4,4,1,4,4,4,4,4,2,2,36,7,1,2,4,41,1,1,1,50,6,5,5,5,4,4,5,4,4
1,4,2,3,3,1,1,4,4,1,4,1,2,4,1,2,2,53,6,1,2,99,41,2,2,1,50,6,3,1,3,1,4,5,3,3
1,5,4,4,4,4,4,4,4,4,4,1,4,4,1,2,2,52,3,1,1,1,41,2,2,1,50,6,2,5,1,4,4,5,4,4
3,3,2,3,1,2,1,4,4,4,4,4,2,3,4,1,2,54,6,1,1,4,41,2,1,2,50,6,4,1,1,4,4,4,2,2
4,3,4,2,2,2,4,4,4,4,4,3,4,4,4,1,1,26,3,1,2,2,25,1,2,2,50,6,5,5,5,4,3,5,4,3
3,4,4,3,3,4,4,3,4,4,4,4,4,4,4,2,2,63,5,1,4,3,41,2,2,2,50,6,3,5,3,4,1,3,4,4
2,3,3,3,3,2,2,3,4,4,4,3,3,4,4,2,2,41,4,1,4,4,41,2,2,1,20,6,2,5,2,3,3,3,2,3
3,3,2,3,2,3,3,3,3,2,4,2,2,4,2,2,2,50,7,1,1,99,41,1,2,1,37,6,4,5,2,4,4,3,2,3
1,1,1,1,2,1,1,4,4,1,4,1,4,4,4,1,2,37,6,1,2,1,41,1,1,2,20,6,5,1,3,4,4,2,1,1
2,5,3,4,4,4,2,2,4,4,2,4,4,4,3,2,4,77,3,1,99,1,67,2,2,2,50,6,2,5,3,2,2,4,3,2
1,4,4,4,4,2,2,4,4,1,4,2,1,4,4,1,2,48,6,1,3,2,41,2,2,1,20,6,3,5,3,1,4,4,3,4
2,2,1,3,3,3,3,4,4,3,3,4,4,4,4,2,2,41,4,1,1,4,41,1,2,1,50,6,4,5,2,4,4,5,1,1
1,3,3,2,4,1,2,4,4,1,4,1,4,4,4,1,2,34,4,1,3,5,41,2,2,1,42,,2,1,3,4,4,2,2,2
1,3,1,1,1,2,4,1,4,1,4,1,3,4,1,2,2,34,6,1,4,2,25,1,1,2,20,6,5,5,3,1,2,3,1,1
3,3,3,4,4,3,3,4,4,2,2,2,3,4,4,2,2,52,7,1,1,4,34,2,2,2,50,6,4,3,2,3,4,3,4,3
1,2,3,3,3,1,2,3,4,1,4,2,4,2,3,2,2,37,5,1,4,2,41,2,2,2,20,6,3,5,3,1,3,4,3,2
3,3,3,3,4,1,4,4,4,4,4,1,4,4,4,2,2,52,6,1,3,2,41,2,2,1,20,6,1,1,2,1,3,5,3,3
3,4,4,4,3,4,4,3,4,1,4,2,4,3,1,2,3,47,6,1,1,1,36,2,2,2,50,6,2,1,2,1,2,4,3,4
1,5,3,3,3,2,3,3,4,1,4,1,4,4,1,1,2,78,3,1,4,1,67,2,1,2,50,6,1,5,1,3,1,2,4,4
4,4,4,4,4,4,2,4,4,3,3,3,2,4,4,1,1,36,7,1,2,1,41,2,2,2,50,6,4,5,2,2,4,3,3,4
1,2,3,2,3,2,4,4,4,1,4,3,4,4,3,1,2,53,6,1,1,4,41,2,1,1,50,6,5,1,3,4,4,2,2,2
1,3,4,4,3,2,4,3,4,1,1,1,4,2,2,2,2,48,6,1,1,99,41,2,2,1,50,6,4,5,4,1,4,5,3,4
2,3,3,2,4,3,1,4,4,1,4,1,4,3,4,2,2,36,5,1,4,4,41,2,2,1,20,6,5,1,3,4,3,5,3,2
2,2,2,4,4,2,2,1,4,1,4,1,3,4,3,2,2,52,4,1,2,2,41,2,2,1,20,6,5,3,3,1,1,3,3,3
1,5,2,3,1,4,4,2,4,1,4,1,4,4,4,1,2,33,1,1,4,1,41,2,1,2,20,6,4,1,3,2,4,3,3,4
1,4,1,1,3,2,2,4,4,3,4,1,2,3,2,2,2,59,4,1,1,4,40,2,2,2,50,6,4,1,2,2,4,3,3,3
5,1,1,1,1,1,1,1,4,1,4,1,3,4,1,2,2,37,6,1,4,1,41,2,2,2,20,6,4,1,2,1,1,1,1,1
2,2,2,2,3,1,3,4,4,1,4,3,4,4,3,1,2,41,4,1,4,1,41,2,2,1,20,6,3,1,2,4,3,5,2,2
2,3,3,2,2,2,3,4,4,1,4,1,4,3,3,2,2,54,8,1,1,5,41,2,2,1,50,6,3,1,3,3,3,5,3,3
5,1,1,3,1,3,1,3,4,3,4,1,4,4,4,2,2,33,5,1,2,99,41,2,2,2,57,8,5,5,5,1,1,5,1,3
1,4,2,2,1,3,2,4,4,1,4,1,4,4,1,2,2,38,5,1,4,1,41,2,2,2,20,6,4,1,2,1,2,4,4,3
1,1,4,3,3,2,1,4,1,4,4,4,4,1,4,1,2,41,5,1,4,1,41,2,2,1,20,6,2,5,3,4,3,5,2,2
1,4,3,2,2,3,1,4,4,1,4,2,4,3,1,2,2,45,6,1,2,5,41,1,1,1,50,6,2,1,3,2,4,5,3,4
1,1,1,2,1,3,4,4,4,1,4,1,1,4,1,2,2,43,6,1,1,5,41,2,2,2,50,6,4,5,3,1,4,1,1,1
3,4,3,3,2,2,2,4,4,1,4,1,2,3,3,2,2,36,4,1,4,4,41,2,2,2,20,6,5,5,3,2,2,5,4,3
1,1,1,1,1,1,1,4,4,4,4,1,4,4,4,1,2,37,5,1,4,1,41,1,2,1,20,6,3,1,2,1,4,5,1,1
2,4,3,4,3,2,2,4,4,3,4,2,1,3,3,2,2,40,4,1,4,1,41,2,2,2,20,6,5,5,2,3,4,5,2,1
3,2,3,4,3,2,3,3,4,1,1,1,3,4,2,1,2,54,5,1,3,3,41,2,1,2,20,6,4,5,3,3,4,5,2,4
1,3,2,1,1,3,3,4,4,1,4,1,2,4,2,2,2,76,6,1,1,3,68,2,2,2,37,6,2,1,2,1,4,1,3,3
1,2,1,1,1,3,3,1,4,1,4,1,4,1,1,2,2,50,7,1,1,99,41,2,1,1,50,6,1,1,1,1,2,1,2,2
2,3,4,4,3,4,4,3,4,1,1,1,1,3,3,1,1,46,7,1,1,4,41,2,2,1,50,6,3,5,2,1,3,4,3,3
1,1,1,1,4,4,4,2,4,1,4,1,3,4,1,2,2,39,6,1,1,99,41,2,2,1,50,6,3,3,3,4,4,5,2,4
1,1,2,3,3,1,4,4,4,1,4,2,3,4,1,2,2,44,6,1,4,2,41,2,2,1,20,6,5,5,3,1,4,5,1,1
1,3,2,4,2,3,3,4,4,3,4,2,4,4,4,1,2,44,5,1,4,2,41,2,2,2,20,6,2,1,4,1,3,3,2,2
3,5,4,3,4,1,2,3,4,1,4,3,2,4,3,2,2,56,5,1,1,3,41,2,1,1,50,6,1,1,4,1,4,5,3,3
1,4,4,2,3,1,1,4,4,1,4,3,4,3,1,2,2,63,7,1,1,3,41,2,2,1,50,6,4,1,2,4,2,4,2,3
4,5,3,3,3,4,4,2,4,1,4,1,1,3,2,2,2,38,99,1,4,1,41,2,2,2,20,6,5,3,4,1,1,2,4,4
3,4,3,3,4,4,3,4,4,3,4,2,4,4,2,1,2,59,5,1,4,3,41,2,1,1,20,6,3,5,4,3,3,5,3,4
3,4,4,4,4,4,3,4,4,1,4,1,4,4,4,1,2,66,7,1,1,3,41,1,1,1,45,6,3,5,3,4,2,5,4,4
3,4,3,3,3,4,3,2,3,3,3,2,2,3,2,1,2,50,6,1,1,99,41,2,1,1,50,6,3,5,3,4,2,2,3,3
1,3,4,2,3,2,3,2,4,1,4,2,4,2,1,2,2,55,7,1,1,3,41,2,2,2,50,6,2,5,3,4,2,4,3,4
2,1,1,1,4,1,1,1,4,2,4,1,4,1,3,1,2,69,3,1,2,3,67,2,2,1,50,6,1,1,2,4,1,5,1,1
1,3,2,3,4,2,2,3,4,4,4,2,2,4,3,1,2,40,6,1,3,3,41,2,1,1,20,6,3,5,2,3,4,4,3,2
5,5,4,1,1,4,1,4,4,1,4,1,4,4,1,1,2,78,3,1,2,2,41,2,2,2,50,6,1,1,5,1,4,1,3,4
2,3,2,3,3,4,4,3,4,4,4,4,4,4,3,1,2,57,3,1,4,1,41,1,1,1,50,6,3,4,5,4,4,5,3,3
1,1,3,2,1,1,2,4,4,1,4,1,4,4,1,1,2,43,6,1,4,3,41,2,1,1,20,6,3,1,1,2,2,1,3,1
2,4,4,3,3,3,2,3,4,1,4,1,3,4,2,2,2,52,6,1,1,99,41,2,2,1,50,6,3,5,3,2,1,3,4,4
2,3,2,3,2,4,4,4,4,3,2,3,4,3,2,2,99,50,4,1,1,99,41,2,2,2,37,6,2,5,2,3,4,5,3,3
2,3,3,3,4,2,1,3,4,1,2,4,4,4,3,2,99,52,7,1,1,99,41,2,2,2,50,6,1,1,1,3,4,5,3,3
1,5,3,4,4,3,3,3,4,1,4,1,4,4,3,2,2,41,4,1,3,99,41,1,2,2,20,6,3,1,5,1,1,5,3,4
2,4,3,4,3,2,2,2,4,3,4,3,4,3,3,2,2,54,6,1,1,99,41,2,2,1,50,6,2,1,3,2,4,5,2,3
1,4,3,2,3,4,4,3,4,1,1,1,3,3,4,1,2,57,6,1,1,3,41,2,1,1,50,6,3,1,3,1,3,4,3,4
1,3,3,2,3,1,2,1,2,3,3,3,2,4,4,1,2,58,6,1,2,4,41,2,1,1,50,6,5,1,2,4,2,1,1,4
1,2,2,2,1,1,3,4,4,1,4,3,1,4,1,2,2,46,6,1,1,5,41,2,2,1,50,6,2,1,3,1,4,1,2,1
3,3,4,1,2,3,3,2,4,2,4,1,4,4,1,2,2,34,3,1,4,1,41,2,2,2,20,6,5,1,2,2,4,1,1,2
1,3,3,3,4,1,1,3,4,1,4,4,4,1,1,2,1,27,4,1,3,2,41,1,2,2,20,6,5,1,2,1,1,5,1,1
2,5,3,4,3,2,2,4,4,1,4,1,3,4,1,2,2,37,5,1,4,99,41,2,2,2,20,6,3,3,4,3,1,1,4,4
